, File Name, Addational Materialized Temporarys, Clang Trunk, Diff
168, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/ClangTidy.cpp, 14598, 7152, 7446
169, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/ClangTidyCheck.cpp, 11015, 4824, 6191
170, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/ClangTidyDiagnosticConsumer.cpp, 7818, 2822, 4996
171, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/ClangTidyModule.cpp, 10880, 4718, 6162
172, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/ClangTidyOptions.cpp, 4848, 1229, 3619
173, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/ClangTidyProfiling.cpp, 3462, 518, 2944
174, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/ExpandModularHeadersPPCallbacks.cpp, 13936, 6592, 7344
175, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/GlobList.cpp, 2670, 193, 2477
176, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/NoLintDirectiveHandler.cpp, 5699, 1643, 4056
177, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/AbseilTidyModule.cpp, 12074, 5689, 6385
178, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/CleanupCtadCheck.cpp, 11434, 5085, 6349
179, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationAdditionCheck.cpp, 11013, 4843, 6170
180, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationComparisonCheck.cpp, 10981, 4812, 6169
181, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationConversionCastCheck.cpp, 11080, 4895, 6185
182, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationDivisionCheck.cpp, 11001, 4799, 6202
183, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationFactoryFloatCheck.cpp, 11094, 4880, 6214
184, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationFactoryScaleCheck.cpp, 11226, 5034, 6192
185, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationRewriter.cpp, 11400, 4941, 6459
186, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationSubtractionCheck.cpp, 11005, 4835, 6170
187, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/DurationUnnecessaryConversionCheck.cpp, 11089, 4916, 6173
188, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/FasterStrsplitDelimiterCheck.cpp, 11029, 4846, 6183
189, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/NoInternalDependenciesCheck.cpp, 10897, 4730, 6167
190, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/NoNamespaceCheck.cpp, 10872, 4709, 6163
191, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/RedundantStrcatCallsCheck.cpp, 10989, 4804, 6185
192, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/StrCatAppendCheck.cpp, 11002, 4819, 6183
193, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/StringFindStartswithCheck.cpp, 13464, 6397, 7067
194, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/StringFindStrContainsCheck.cpp, 13062, 6127, 6935
195, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/TimeComparisonCheck.cpp, 10981, 4812, 6169
196, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/TimeSubtractionCheck.cpp, 11274, 5050, 6224
197, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/abseil/UpgradeDurationConversionsCheck.cpp, 11348, 5105, 6243
198, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/altera/AlteraTidyModule.cpp, 11123, 4947, 6176
199, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/altera/IdDependentBackwardBranchCheck.cpp, 11346, 5127, 6219
200, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/altera/KernelNameRestrictionCheck.cpp, 13189, 6154, 7035
201, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/altera/SingleWorkItemBarrierCheck.cpp, 10909, 4740, 6169
202, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/altera/StructPackAlignCheck.cpp, 11307, 4835, 6472
203, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/altera/UnrollLoopsCheck.cpp, 11300, 4845, 6455
204, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/android/AndroidTidyModule.cpp, 11457, 5251, 6206
205, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/android/CloexecAccept4Check.cpp, 10969, 4756, 6213
206, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/android/CloexecAcceptCheck.cpp, 10919, 4749, 6170
207, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/android/CloexecCheck.cpp, 11000, 4761, 6239
208, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/android/CloexecCreatCheck.cpp, 10897, 4731, 6166
209, /home/yrong/devel/llvm/benchmark/llvm-project/clang-tools-extra/clang-tidy/android/CloexecDupCheck.cpp, 10858, 4696, 6162
